167.62832967807321	0.9976021592958468	83.0	19.0	22.0	21.0	21.0	0.0	3.0	0.0	2.0	0.0	3.0	3.0	0.0	1.0	0.0	2.0	1.0	3.0	1.0	2.0	1.0	3.0	4.0	3.0	1.0	2.0	0.0	1.0	1.0	0.0	1.0	0.0	3.0	2.0	1.0	4.0	0.0	1.0	0.0	2.0	4.0	1.0	3.0	1.0	1.0	1.0	0.0	1.0	2.0	0.0	2.0	2.0	3.0	2.0	4.0	0.0	2.0	1.0	0.0	1.0	1.0	0.9998

171.2063928453427	0.9982010000158322	92.0	13.0	24.0	27.0	28.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	2.0	1.0	0.0	3.0	0.0	1.0	1.0	2.0	2.0	1.0	0.0	1.0	1.0	4.0	1.0	2.0	1.0	4.0	1.0	4.0	0.0	2.0	1.0	0.0	2.0	1.0	2.0	0.0	4.0	3.0	3.0	3.0	4.0	1.0	1.0	2.0	3.0	3.0	1.0	3.0	1.0	4.0	2.0	1.0	3.0	2.0	1.0	0.0	2.0	0.9998

143.5565150910666	0.9966051155384746	75.0	18.0	15.0	22.0	20.0	1.0	2.0	0.0	1.0	2.0	1.0	0.0	3.0	0.0	2.0	2.0	3.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	2.0	1.0	2.0	1.0	2.0	1.0	1.0	0.0	2.0	2.0	2.0	2.0	1.0	0.0	1.0	1.0	3.0	4.0	0.0	1.0	0.0	4.0	1.0	2.0	3.0	1.0	2.0	1.0	1.0	4.0	0.0	1.0	0.0	1.0	0.0	1.0	3.0	0.9998

154.48480864410757	0.9972031982801852	88.0	14.0	15.0	30.0	29.0	2.0	0.0	1.0	0.0	2.0	0.0	1.0	4.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	2.0	1.0	1.0	4.0	0.0	2.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	2.0	2.0	1.0	3.0	1.0	1.0	4.0	4.0	1.0	2.0	2.0	3.0	2.0	2.0	3.0	1.0	0.0	1.0	1.0	3.0	1.0	4.0	1.0	4.0	2.0	3.0	1.0	4.0	0.9998

158.49585432768762	0.9970036778722503	80.0	17.0	24.0	16.0	23.0	0.0	1.0	0.0	2.0	0.0	1.0	2.0	1.0	1.0	0.0	2.0	2.0	2.0	3.0	4.0	0.0	1.0	1.0	1.0	0.0	3.0	1.0	1.0	4.0	1.0	3.0	0.0	4.0	0.0	1.0	3.0	1.0	0.0	4.0	2.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	2.0	4.0	2.0	0.0	1.0	2.0	4.0	0.0	1.0	4.0	0.0	1.0	0.0	2.0	0.9998

148.27731079914923	0.9978015599994948	81.0	15.0	16.0	24.0	26.0	1.0	0.0	1.0	1.0	0.0	4.0	0.0	2.0	0.0	1.0	1.0	1.0	1.0	2.0	2.0	0.0	2.0	3.0	1.0	0.0	3.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	2.0	3.0	3.0	1.0	1.0	2.0	1.0	3.0	2.0	0.0	2.0	1.0	1.0	2.0	1.0	4.0	4.0	1.0	1.0	0.0	1.0	4.0	4.0	0.0	1.0	2.0	3.0	0.0	0.9998

124.9249166742274	0.9964055155456951	65.0	20.0	10.0	15.0	20.0	1.0	0.0	1.0	1.0	0.0	3.0	1.0	1.0	2.0	2.0	2.0	0.0	3.0	3.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	2.0	1.0	1.0	0.0	1.0	0.0	1.0	2.0	1.0	1.0	0.0	2.0	1.0	1.0	0.0	4.0	0.0	2.0	0.0	3.0	2.0	0.0	1.0	1.0	0.0	3.0	1.0	0.0	3.0	1.0	3.0	1.0	1.0	0.9998

123.93686871812014	0.9958077918289326	66.0	9.0	20.0	20.0	17.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	2.0	3.0	1.0	2.0	3.0	4.0	0.0	1.0	2.0	0.0	2.0	0.0	1.0	1.0	0.0	1.0	0.0	3.0	1.0	3.0	2.0	3.0	2.0	0.0	1.0	0.0	2.0	1.0	1.0	1.0	2.0	0.0	1.0	0.0	2.0	0.0	1.0	2.0	1.0	0.0	2.0	3.0	2.0	0.9998

169.0268370912956	0.9972031185039294	86.0	20.0	21.0	21.0	24.0	0.0	1.0	1.0	3.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	4.0	3.0	3.0	2.0	2.0	1.0	2.0	0.0	1.0	1.0	1.0	0.0	2.0	4.0	1.0	0.0	4.0	4.0	1.0	1.0	3.0	2.0	0.0	1.0	1.0	4.0	2.0	1.0	0.0	1.0	0.0	2.0	2.0	2.0	3.0	1.0	0.0	1.0	2.0	0.0	1.0	3.0	3.0	0.0	4.0	0.9998

164.40036552501752	0.9982008402717434	81.0	19.0	21.0	23.0	18.0	1.0	2.0	1.0	4.0	1.0	1.0	0.0	2.0	0.0	2.0	0.0	3.0	2.0	0.0	3.0	2.0	0.0	2.0	2.0	0.0	4.0	1.0	0.0	2.0	2.0	0.0	3.0	0.0	1.0	2.0	1.0	2.0	4.0	3.0	0.0	1.0	0.0	1.0	4.0	1.0	2.0	1.0	2.0	1.0	0.0	3.0	2.0	0.0	2.0	2.0	0.0	1.0	2.0	0.0	1.0	2.0	0.9998

