183.7758130829728	0.9958078315417397	103.0	19.0	17.0	34.0	33.0	0.0	1.0	1.0	1.0	1.0	2.0	1.0	0.0	1.0	0.0	3.0	0.0	1.0	2.0	2.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	3.0	1.0	0.0	1.0	1.0	2.0	0.0	1.0	1.0	0.0	2.0	0.0	2.0	1.0	2.0	2.0	1.0	2.0	3.0	1.0	2.0	2.0	2.0	1.0	1.0	2.0	1.0	0.0	2.0	4.0	2.0	3.0	0.0	1.0	0.0	3.0	0.0	3.0	0.0	3.0	1.0	4.0	0.0	1.0	1.0	0.0	4.0	3.0	3.0	4.0	2.0	0.9998

237.766393072039	0.9982008802077322	123.0	26.0	29.0	30.0	38.0	0.0	1.0	2.0	2.0	1.0	4.0	0.0	1.0	0.0	1.0	2.0	1.0	4.0	0.0	1.0	2.0	2.0	0.0	2.0	1.0	0.0	2.0	1.0	3.0	2.0	1.0	1.0	3.0	1.0	1.0	0.0	1.0	1.0	3.0	3.0	1.0	2.0	2.0	0.0	1.0	3.0	1.0	2.0	1.0	3.0	1.0	1.0	1.0	3.0	1.0	2.0	1.0	2.0	2.0	1.0	3.0	1.0	1.0	4.0	0.0	4.0	0.0	3.0	4.0	2.0	2.0	0.0	2.0	2.0	4.0	1.0	1.0	4.0	2.0	2.0	0.0	0.9998

231.56112847114954	0.9968042372086733	116.0	31.0	27.0	25.0	33.0	1.0	3.0	2.0	3.0	1.0	1.0	0.0	3.0	2.0	3.0	3.0	1.0	0.0	1.0	0.0	3.0	3.0	1.0	0.0	1.0	0.0	1.0	3.0	0.0	2.0	2.0	2.0	1.0	3.0	1.0	1.0	1.0	0.0	2.0	2.0	2.0	0.0	3.0	2.0	1.0	1.0	0.0	3.0	0.0	3.0	4.0	0.0	2.0	2.0	0.0	1.0	0.0	3.0	1.0	0.0	1.0	1.0	4.0	0.0	1.0	1.0	4.0	3.0	1.0	0.0	3.0	0.0	2.0	2.0	0.0	2.0	3.0	1.0	3.0	3.0	0.0	0.9998

197.98413344880046	0.9962059555048678	105.0	23.0	19.0	31.0	32.0	1.0	1.0	1.0	2.0	0.0	3.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	2.0	0.0	1.0	3.0	1.0	2.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	2.0	2.0	3.0	1.0	0.0	3.0	1.0	1.0	0.0	1.0	0.0	2.0	0.0	1.0	0.0	1.0	1.0	0.0	3.0	1.0	2.0	1.0	1.0	3.0	4.0	1.0	2.0	3.0	3.0	2.0	2.0	3.0	1.0	1.0	1.0	2.0	0.0	1.0	1.0	0.0	1.0	3.0	4.0	1.0	3.0	1.0	0.0	3.0	4.0	0.9998

232.73329647131592	0.9974023994474771	117.0	30.0	29.0	26.0	32.0	3.0	0.0	2.0	1.0	0.0	2.0	2.0	1.0	1.0	1.0	3.0	2.0	3.0	2.0	0.0	1.0	3.0	3.0	0.0	1.0	3.0	1.0	1.0	0.0	2.0	1.0	1.0	0.0	1.0	1.0	1.0	2.0	2.0	3.0	3.0	0.0	3.0	3.0	2.0	3.0	3.0	2.0	0.0	1.0	0.0	1.0	0.0	2.0	0.0	4.0	1.0	1.0	0.0	1.0	2.0	0.0	3.0	0.0	3.0	3.0	0.0	1.0	3.0	2.0	0.0	3.0	1.0	1.0	1.0	2.0	1.0	2.0	2.0	2.0	2.0	3.0	0.9998

222.19235623203386	0.9982006805037056	113.0	23.0	29.0	31.0	30.0	0.0	2.0	0.0	1.0	2.0	0.0	2.0	2.0	0.0	3.0	0.0	1.0	0.0	1.0	2.0	2.0	1.0	2.0	2.0	1.0	0.0	2.0	1.0	2.0	4.0	0.0	1.0	4.0	0.0	1.0	1.0	3.0	1.0	1.0	2.0	0.0	2.0	3.0	1.0	3.0	0.0	3.0	2.0	1.0	2.0	0.0	2.0	2.0	1.0	1.0	0.0	2.0	3.0	3.0	0.0	3.0	2.0	2.0	0.0	2.0	0.0	1.0	4.0	2.0	0.0	3.0	3.0	0.0	3.0	1.0	2.0	1.0	2.0	2.0	1.0	1.0	0.9998

195.37269466315885	0.9962061546663887	101.0	22.0	22.0	30.0	27.0	1.0	2.0	2.0	2.0	1.0	2.0	1.0	0.0	1.0	1.0	1.0	0.0	2.0	1.0	0.0	1.0	2.0	0.0	2.0	1.0	1.0	2.0	2.0	1.0	2.0	2.0	1.0	0.0	2.0	1.0	2.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	3.0	1.0	1.0	0.0	1.0	2.0	2.0	4.0	1.0	3.0	4.0	1.0	0.0	1.0	1.0	1.0	2.0	1.0	1.0	3.0	2.0	3.0	1.0	0.0	1.0	0.0	1.0	3.0	3.0	0.0	1.0	1.0	1.0	2.0	1.0	1.0	2.0	0.9998

195.0686163904309	0.9966046770083868	106.0	22.0	24.0	20.0	40.0	3.0	0.0	1.0	1.0	2.0	2.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	2.0	0.0	1.0	3.0	0.0	3.0	1.0	2.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	3.0	1.0	0.0	2.0	2.0	1.0	3.0	0.0	2.0	1.0	1.0	3.0	0.0	1.0	0.0	1.0	0.0	2.0	1.0	1.0	2.0	2.0	1.0	0.0	1.0	2.0	0.0	1.0	3.0	0.0	4.0	0.0	2.0	4.0	0.0	1.0	4.0	3.0	0.0	2.0	2.0	1.0	4.0	2.0	2.0	3.0	3.0	0.9998

207.36110075840273	0.996006993139916	108.0	24.0	24.0	23.0	37.0	1.0	2.0	3.0	1.0	0.0	3.0	1.0	0.0	1.0	2.0	0.0	1.0	2.0	3.0	0.0	1.0	2.0	0.0	1.0	2.0	1.0	2.0	2.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	2.0	2.0	2.0	2.0	1.0	0.0	1.0	1.0	0.0	2.0	2.0	3.0	0.0	2.0	0.0	1.0	0.0	3.0	0.0	2.0	1.0	0.0	1.0	4.0	3.0	3.0	1.0	1.0	1.0	4.0	4.0	0.0	2.0	1.0	2.0	2.0	3.0	1.0	0.0	1.0	0.0	4.0	4.0	0.9998

201.57021349050862	0.9962060351535373	102.0	23.0	26.0	28.0	25.0	2.0	1.0	2.0	1.0	3.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	3.0	2.0	1.0	1.0	0.0	2.0	1.0	4.0	0.0	1.0	1.0	2.0	0.0	1.0	1.0	0.0	1.0	2.0	1.0	0.0	2.0	3.0	4.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	3.0	1.0	1.0	1.0	1.0	1.0	3.0	0.0	2.0	4.0	3.0	2.0	2.0	1.0	1.0	2.0	2.0	2.0	1.0	0.0	2.0	2.0	3.0	2.0	0.0	1.0	0.0	2.0	1.0	2.0	1.0	0.0	1.0	0.9998

