329.4739247695777	0.9978016396958873	165.0	43.0	38.0	41.0	43.0	0.0	3.0	3.0	2.0	3.0	1.0	1.0	2.0	2.0	3.0	1.0	2.0	2.0	0.0	1.0	3.0	1.0	4.0	1.0	3.0	0.0	3.0	1.0	1.0	1.0	1.0	2.0	1.0	0.0	2.0	1.0	0.0	1.0	4.0	3.0	0.0	4.0	1.0	1.0	0.0	1.0	3.0	0.0	3.0	4.0	0.0	2.0	3.0	1.0	2.0	1.0	2.0	1.0	3.0	0.0	2.0	2.0	3.0	3.0	1.0	0.0	1.0	1.0	4.0	2.0	1.0	1.0	2.0	4.0	1.0	1.0	2.0	1.0	4.0	2.0	1.0	3.0	2.0	3.0	0.0	3.0	2.0	2.0	1.0	0.0	4.0	2.0	1.0	2.0	4.0	1.0	1.0	0.0	1.0	1.0	2.0	0.9998

275.3138282827792	0.99640527632867	148.0	29.0	34.0	36.0	49.0	0.0	2.0	1.0	0.0	3.0	4.0	3.0	0.0	2.0	1.0	1.0	4.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	2.0	1.0	0.0	1.0	2.0	1.0	3.0	0.0	1.0	2.0	2.0	0.0	2.0	0.0	2.0	0.0	1.0	0.0	1.0	2.0	1.0	1.0	1.0	3.0	2.0	2.0	4.0	2.0	2.0	1.0	1.0	1.0	1.0	0.0	3.0	0.0	3.0	3.0	1.0	1.0	1.0	2.0	2.0	1.0	1.0	1.0	2.0	3.0	1.0	3.0	0.0	4.0	2.0	2.0	2.0	2.0	4.0	3.0	4.0	1.0	3.0	2.0	1.0	1.0	0.0	1.0	1.0	0.0	3.0	1.0	3.0	2.0	3.0	4.0	0.0	0.9998

276.54702147852095	0.9976013611346104	145.0	37.0	25.0	43.0	40.0	0.0	1.0	1.0	2.0	2.0	0.0	3.0	0.0	1.0	3.0	3.0	4.0	0.0	1.0	1.0	0.0	3.0	1.0	2.0	1.0	1.0	2.0	2.0	3.0	2.0	0.0	2.0	1.0	2.0	0.0	2.0	0.0	2.0	0.0	1.0	2.0	0.0	1.0	1.0	1.0	2.0	1.0	0.0	1.0	2.0	0.0	2.0	0.0	3.0	2.0	0.0	1.0	2.0	4.0	1.0	2.0	0.0	2.0	1.0	1.0	2.0	2.0	4.0	3.0	1.0	0.0	1.0	3.0	2.0	4.0	1.0	1.0	1.0	1.0	0.0	2.0	4.0	2.0	1.0	2.0	2.0	1.0	1.0	2.0	4.0	2.0	0.0	2.0	2.0	0.0	2.0	0.0	2.0	3.0	1.0	3.0	0.9998

274.8016933187741	0.9970031991430828	137.0	31.0	37.0	36.0	33.0	3.0	0.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	2.0	2.0	0.0	4.0	1.0	2.0	0.0	1.0	1.0	1.0	0.0	2.0	1.0	0.0	3.0	0.0	2.0	0.0	2.0	1.0	2.0	2.0	1.0	2.0	1.0	3.0	0.0	2.0	3.0	1.0	1.0	0.0	4.0	1.0	3.0	0.0	1.0	2.0	3.0	4.0	2.0	2.0	1.0	3.0	1.0	3.0	1.0	0.0	1.0	3.0	2.0	1.0	3.0	0.0	1.0	1.0	0.0	1.0	1.0	2.0	1.0	0.0	2.0	1.0	0.0	2.0	1.0	3.0	2.0	0.0	2.0	2.0	0.0	1.0	2.0	1.0	0.0	2.0	0.0	2.0	3.0	1.0	3.0	1.0	1.0	2.0	1.0	0.9998

318.77762485922796	0.9966048364651401	163.0	37.0	40.0	39.0	47.0	1.0	3.0	2.0	1.0	1.0	0.0	2.0	1.0	1.0	0.0	1.0	3.0	0.0	4.0	0.0	3.0	0.0	3.0	1.0	3.0	2.0	2.0	0.0	3.0	0.0	1.0	2.0	3.0	0.0	1.0	4.0	4.0	0.0	1.0	3.0	0.0	4.0	1.0	0.0	1.0	0.0	1.0	1.0	4.0	1.0	1.0	3.0	4.0	2.0	4.0	2.0	3.0	2.0	0.0	1.0	0.0	3.0	1.0	1.0	0.0	1.0	2.0	2.0	0.0	2.0	0.0	2.0	4.0	0.0	1.0	3.0	3.0	1.0	0.0	2.0	0.0	3.0	2.0	2.0	1.0	4.0	0.0	1.0	2.0	3.0	3.0	2.0	1.0	3.0	3.0	1.0	1.0	3.0	1.0	4.0	4.0	0.9998

